"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Source","Hours","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","MWBE","Instagram","Donate","Email","Outside Seating Offered","Type of Service","Special Accommodation Hours","Black Owned Business"
"Costco Wholesale",789,,"(718) 267-3680","http://www.costco.com/warehouse-locations/long-island-city-NY-243.html","Queensbridge-Ravenswood-Long Island City","Groceries",40.767423,-73.939195,"3250 Vernon Blvd, Queens","
","department_store","11106","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Fresco Deli-Cafe",790,,"(718) 482-7400","http://frescodelicafe.biz/","Hunters Point-Sunnyside-West Maspeth","Groceries",40.744205,-73.931302,"3306 Queens Blvd, Queens","
","meal_takeaway,cafe,restaurant,food","11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Foodcellar Market Court Square",791,,"(718) 606-1888","http://www.foodcellarco.com/","Hunters Point-Sunnyside-West Maspeth","Groceries",40.748708,-73.942835,"43-18 Crescent St, Long Island City","Offering prepared foods and groceries
","Supermarket,food","11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Foodcellar & Co.",792,,"7186061888",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.748661,-73.948774,,"
",,"11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Glory Deli and Grocery",793,,"(718) 472-1113",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.746064,-73.953309,"4630 Vernon Blvd, Long Island City","
","food","11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Griddle Cafe & Deli",795,,,,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.734529,-73.937066,,"Pickup Only 718-9377947
","Deli,cafe","11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Greenpoint Deli",796,,"(718) 786-2344",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.734529,-73.937066,"3124 Greenpoint Ave, Long Island City","Pickup Only 7187862344
","Deli","11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Ocean Fish Market",797,,"(718) 721-2391",,"Astoria","Groceries",40.765058,-73.91804,"35-08 30th Ave, Astoria","Pickup Only (718) 721-2391
","Fish","11103","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Key Food",798,,"(718) 361-7471","https://www.keyfood.com/store/store/1682?distance=0.37%20mile&query=11101&radius=5&services=&all=","Hunters Point-Sunnyside-West Maspeth","Groceries",40.747787,-73.947193,"44-65 21st St, Long Island City","Pickup Only 718-361-7471
","Supermarket","11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","No",,,,,,,,,
"Pop's Deli",799,,,,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.744508,-73.953289,,"Pickup & Delivery (718) 406-9999
",,"11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","Yes",,,,,,,,,
"The Meera Deli",800,,"(718) 784-7963",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.748396,-73.947487,"11-57 44th Dr, Queens","Pickup & Delivery (718) 784-7963
",,"11101","2020-05-29T17:32:14.000Z","Open",,,"Yes","Yes",,,,,,,,,
"Best Friends Farm Inc.",802,"2020-05-06T04:00:00.000Z","(718) 784-2629",,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.7404475,-73.9227242,"42-04 Greenpoint Ave, Sunnyside","
",,"11377","2020-05-29T17:32:14.000Z","Open",,"Open daily 9AM-7:30PM
",,,,,,,,,,,
"Bliss Grocery",803,"2020-05-06T04:00:00.000Z",,,"Hunters Point-Sunnyside-West Maspeth","Groceries",40.7427945,-73.9179463,"4622 Queens Blvd, Sunnyside","
",,"11377","2020-05-29T17:32:14.000Z","Open",,"Open Daily 6AM-9PM
",,,,,,,,,,,
"Jollibee",806,"2020-05-10T04:00:00.000Z","(718) 426-4445","http://www.jollibee.com.ph/international/usa/store-locator","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7460098,-73.9012069,"62-29 Roosevelt Ave, Queens","
","Chicken,Filipino","11377","2020-05-29T17:32:14.000Z",,,"Mon-Sun 10am-8pm,
","Yes","Yes","for DoorDash and customers with an order number. Call to place an order due to limited menu. There are NO walk-in orders being taken.
",,,,,,,,
"Alpha Donuts",811,"2020-05-10T04:00:00.000Z","(718) 472-4725",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742908,-73.919016,"45-16 Queens Blvd, Sunnyside","
","bakery,cafe,food","11104","2020-05-29T17:32:14.000Z","Open",,"6am-10pm daily 
",,,"
",,,,,,,,
"Ariyoshi Japanese Restaurant",812,"2020-05-06T04:00:00.000Z","(718) 937-3288","www.facebook.com/sunnysider41","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74398,-73.922918,"41-13 Queens Blvd, Sunnyside","
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,"Mon-Sun 11:30am-10pm 
","Yes","Yes","for take out & delivery Call 718-937-3288 or <http://ariyoshi.us/en/index.php>
",,,,,,,,
"Arriba Arriba",813,"2020-05-06T04:00:00.000Z","(718) 349-5911","www.instagram.com/arribaarribaqueens","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744062,-73.923643,"40-15 Queens Blvd, Queens","
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,"3pm-10pm 
",,,"takeout & delivery [www.arribarriba.com][1]

  [1]: http://www.arribarriba.com
",,,,,,,,
"Maggie Mae's",814,"2020-05-07T04:00:00.000Z","(718) 433-3067","http://www.maggiemaesbar.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743957,-73.922855,"4115 Queens Blvd, Sunnyside","Happy Hours to go! follow Insta [www.instagram.com/maggiemaesbar][1]  

  [1]: http://www.instagram.com/maggiemaesbar
","bar","11104","2020-05-29T17:32:14.000Z","Open",,,,,"Order by texting 347-394-6414 before 2pm, pre-pay by Venmo:
",,,"https://www.gofundme.com/f/maggie-maes-covid-19-relief-fund-smb",,,,,
"Maple Thai Eatery",815,"2020-04-09T04:00:00.000Z","(718) 707-0407","https://maple-thai-eatery.business.site/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.754533,-73.925718,"3602 36th Ave, Astoria","call for hours
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z","Follow-up",,,"Yes","Yes",,,,,,,,,
"Mangal Kebab",816,"2020-04-09T04:00:00.000Z","(718) 706-0605","https://www.mangalkabobmenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742774,-73.918016,"46-20 Queens Blvd, Sunnyside","call for hours
","meal_delivery,meal_takeaway,restaurant,food","11377","2020-05-29T17:32:14.000Z","Follow-up",,,"Yes","Yes",,,,,,,,,
"Marabella Pizza",817,"2020-04-28T04:00:00.000Z","(718) 786-4635","http://www.marabellapizzamenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740275,-73.923846,"4107 Greenpoint Ave, Sunnyside","call for hours
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z","Follow-up",,,,,,,,,,,,,
"Mr. Wonton Chinese Restaurant",818,"2020-04-28T04:00:00.000Z","(718) 433-0228","http://www.mrwontonsunnyside.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743622,-73.919996,"2405 4411 Queens Blvd, Sunnyside","
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,,"Yes","No","Pick up only with orders placed by phone, 718-433-2672 or 718-433-0228. Cash only.
",,,,,,,,
"Oasis Restaurant",819,"2020-04-09T04:00:00.000Z","(718) 786-4976","https://www.oasispizzany.com/menu","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743399,-73.924187,"40-02 Queens Blvd, Sunnyside","
","meal_delivery,meal_takeaway,restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,,"Yes","Yes",,,,,,,,,
"Oki Japanese Restaurant",820,"2020-05-12T04:00:00.000Z","(718) 729-3666",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743531,-73.918956,"45-11 Queens Blvd, Sunnyside","
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,"Open daily from 12pm-9pm
","Yes","No",,,,,,,,,
"The Original American Chicken 2",821,"2020-04-11T04:00:00.000Z","(718) 433-9660","http://originalamericanchicken2.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743393,-73.923936,"40-12 Queens Blvd, Sunnyside","
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,,"Yes","Yes",,,,,,,,,
"Pecas y Mas",822,"2020-04-12T04:00:00.000Z","(718) 389-4443",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741547,-73.920182,"4420 Greenpoint Ave, Sunnyside","
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,,"Yes","Yes",,,,,,,,,
"Pelicana Chicken",823,"2020-04-12T04:00:00.000Z","(718) 255-6650","www.instagram.com/p/B-FE6tGjFEV ","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742709,-73.917509,"47-08 Greenpoint Ave, Sunnyside","
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z","Open",,"11:30am-12 midnight
","Yes","Yes","Menu <http://pelicanausa.com/sunnyside/>
",,,,,,,,
"Pete's Grill",824,"2020-04-12T04:00:00.000Z","(718) 937-2220","http://www.petesgrill.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743662,-73.925585,"14 Queens Blvd # 39, Queens","718-937-2220 TAKEOUT & DELIVERY <https://www.petesgrill.com/>
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,,,,,,,,,,,,
"Philomena's Pizza",825,"2020-06-01T04:00:00.000Z","(718) 255-1778"," www.instagram.com/philomenasqueens","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743243,-73.922928,"4116 Queens Blvd, Sunnyside","
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,"4-9pm, 7 days a week.
","Yes","Yes","DELIVERY via Caviar trycaviar.com within 5-block radius only. PICKUP orders must be prepaid online on [www.philomenasqueens.com][1] NOTE: no phone orders and no walk-ins. You must wait outside and order will be brought out to you.

  [1]: http://www.philomenasqueens.com
",,,,,,,,
"Punda Tibetan",826,"2020-04-13T04:00:00.000Z","(718) 806-1845","https://punda-tibetan-restaurant.business.site/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742101,-73.925166,"3935 47th Ave, Sunnyside","
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Open",,,,,,,,,,,,,
"Ricas Pupusas y Mas",827,"2020-04-13T04:00:00.000Z","(929) 296-0069"," www.instagram.com/p/B-nrzBshuX8/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.73944,-73.918312,"47-55 47th St, Woodside","
","restaurant,food","11377","2020-05-29T17:32:14.000Z","Open",,"Open 4 days/week Thu-Sat 12-9pm Sun 2-9pm
",,,,,,,,,,,
"Riko Peruvian Cuisine",828,"2020-04-23T04:00:00.000Z","(718) 361-5721","http://www.rikoperuviancuisine.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741727,-73.919537,"45-23 Greenpoint Ave, Sunnyside","917-832-6758 [Closed at this time; order from Riko Sunnyside instead] TAKEOUT & DELIVERY  rotisserie chicken & Peruvian cuisine beer wine sangria cocktails Updates on Insta [www.instagram.com/rikorestaurants][1]  Order from website [www.rikoperuviancuisine.com][2]

  [1]: http://www.instagram.com/rikorestaurants
  [2]: http://www.rikoperuviancuisine.com
","restaurant,food","11104","2020-05-29T17:32:14.000Z","Closed",,,,,,,,,,,,,
"Rincon Melania",829,"2020-04-13T04:00:00.000Z","(718) 361-1905","https://www.rinconmelanianyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744567,-73.929051,"35-19 Queens Blvd, Long Island City","[CLOSED at this time] call email or website for status 646-953-3693 rinconmelanianyc@gmail.com [www.rinconmelanianyc.com/][1]

  [1]: http://www.rinconmelanianyc.com/
","restaurant,food","11101","2020-05-29T17:32:14.000Z","Closed",,,,,,,,,,,,,
"Sami's Kabab House",830,"2020-05-08T04:00:00.000Z","(917) 832-7165","http://www.samiskababhouse.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.758408,-73.932968,"35-57 Crescent St, Astoria","11am-midnight takeout & delivery 917-832-7165 | 35-57 Crescent Street, Astoria [www.samiskababhouse.com/][1]

  [1]: http://www.samiskababhouse.com/
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Senso Unico",831,"2020-06-25T04:00:00.000Z","(347) 662-6101","http://www.sensounicorestaurant.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741299,-73.921649,"4304 47th Ave, Sunnyside","reservations available 
 email advised
 sensounicorestaurant@gmail.com
","restaurant,food,Italian","11104","2020-05-29T17:32:14.000Z","Open",,"Tue-Thu 4-10pm
 Fri 4-11
 Sat 12-11
 Sun 12-10
 Closed Mon
","Yes","Yes",,,"www.instagram.com/sensounicorestaurant",,"sensounicorestaurant@gmail.com","Yes",,,
"Sofra Mediterranean Grill",832,"2020-04-13T04:00:00.000Z","(917) 396-4777","https://www.soframediterraneangrillmenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742788,-73.918953,"45-08 46th St, Sunnyside","917-396-4777 TAKEOUT & DELIVERY <https://www.soframediterraneangrillmenu.com/>
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Souk El-Shater",833,"2020-04-13T04:00:00.000Z","(718) 392-2702","https://www.facebook.com/Souk-El-Shater-219342458103898/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743739,-73.921162,"43-03 Queens Blvd, Queens","718-786-1800 TAKEOUT & DELIVERY Thanks for feeding our essential workers! <https://www.instagram.com/p/B-umurMjAuu/>
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Skillman",834,"2020-04-13T04:00:00.000Z","(718) 406-9048","http://www.theskillman.nyc/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746403,-73.918193,"45-20 Skillman Ave, Sunnyside","Tue-Fri 3:30-9pm; Sat-Sun 12-9pm (staff lunch break 4-5pm) Call 718-406-9048 for Takeout Delivery or Grubhub Seamless also offering Beer Wine Beverage Drinks to go
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Skillman Famous Pizza",835,"2020-05-01T04:00:00.000Z","(718) 784-1821",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746294,-73.91776,"4606 Skillman Ave, Sunnyside","8am-8pm for pick up only, no deliveries. Online pickup orders from Seamless, Grubhub or pre-paid credit card will be accepted. No cash will be accepted.
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sunnyside Pizza",836,"2020-05-23T04:00:00.000Z","(718) 433-4040","http://www.sunnyside-pizza.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744066,-73.924026,"4001 Queens Blvd, Sunnyside","11am-8pm 718-433-4040 [www.sunnyside-pizza.com/][1]

  [1]: http://www.sunnyside-pizza.com/
","meal_delivery,meal_takeaway,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sylhet Fusion Cuisine",837,"2020-04-13T04:00:00.000Z","(718) 937-3028","http://www.sylhetfusioncuisine.net/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741884,-73.919421,"45-12 Greenpoint Ave, Sunnyside","TAKEOUT & DELIVERY 718-937-3028  <https://www.sylhetfusioncuisine.net/>
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Taco Today",838,"2020-05-18T04:00:00.000Z","(718) 433-9825","http://mytacotoday.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7406,-73.922326,"4222 Greenpoint Ave, Queens","718-433-9825 TAKEOUT & DELIVERY <http://mytacotoday.com/>
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tangra Asian Fusion",839,"2020-04-13T04:00:00.000Z","(718) 786-8008","http://tangrafusionny.site/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744276,-73.924891,"39-23 Queens Blvd, Queens","[Closed at this time] 718-786-8008  <http://tangrafusionny.site/>
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tito Rad's",840,"2020-04-28T04:00:00.000Z","(718) 205-7299","http://www.titorads.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74247,-73.915559,"49-10 Queens Blvd, Queens","Open daily 11am-8pm 718-205-4299 TAKEOUT & DELIVERY  Tito Rad’s is available for delivery through DoorDash, Seamless, GrubHub, and Postmates. ""We hope everyone stays safe and healthy during these uncertain times"" Updates [www.facebook.com/titorads][1] [www.titorads.com/][2]

  [1]: http://www.facebook.com/titorads
  [2]: http://www.titorads.com/
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Turkish Grill",841,"2020-04-25T04:00:00.000Z","(718) 392-3838","http://www.turkishgrillnewyork.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74387,-73.922145,"4203 Queens Blvd, Sunnyside","\*OPEN\* for delivery & takeout 718-392-3838  uber eats seamless grubhup Updates on insta [www.instagram.com/turkishgrill42][1] &  turkishgrillnewyork.com/

  [1]: http://www.instagram.com/turkishgrill42
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Avenue Coffee House",842,"2020-05-06T04:00:00.000Z","(347) 738-4276",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742024,-73.919753,"4501 Greenpoint Ave, Sunnyside","Closed at this time. Call 347-738-4276
","cafe,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Baruir Coffee",843,"2020-05-06T04:00:00.000Z","(718) 784-0842",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744106,-73.923798,"40-07 Queens Blvd, Sunnyside","718-784-0842 TAKEOUT Mon-Sat 9AM–2PM Sun Closed
","food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bistro Punta Sal",844,"2020-04-21T04:00:00.000Z","(718) 392-8141","http://www.lospollosny.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741484,-73.91882,"45-51 46th St, Queens","Reopening Friday MAY 1st  \* 11am-12 midnight Takeout & Delivery 718-392-8141Updates  <https://www.instagram.com/p/B_P8yC5Faoo/> &  <https://www.bistropuntasalrestaurant.com/>
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Bliss 46 Bistro",845,"2020-05-22T04:00:00.000Z","(718) 361-0690","http://www.bliss46bistro.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743605,-73.918799,"2002 4346 46th Street, Sunnyside","Open for take out and delivery 12pm-8pm except Mondays. <http://www.bliss46bistro.com/>
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Boishakhi",846,"2020-04-13T04:00:00.000Z","(718) 606-1242","https://mymozo.com/myrestaurant/default?CompanyId=1187","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.756955,-73.931001,"29-14 36th Ave, Queens","718-606-1242 TAKEOUT & DELIVERY
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Brookside Market",847,"2020-05-06T04:00:00.000Z","(718) 806-1902","https://brooksidemarketnyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743809,-73.920766,"43-15 Queens Blvd, Sunnyside","Daily 8am-5pm  Call ahead 718-433-1916 TAKEOUT & DELIVERY & Wine available Seamless Grubhub Updates on insta <https://www.instagram.com/p/B-uv0mEjUfI/> & [www.brooksidemarketnyc.com/][1]

  [1]: http://www.brooksidemarketnyc.com/
","cafe,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Brother's Cafe",848,"2020-04-28T04:00:00.000Z","(718) 361-5556","http://www.thebrotherscafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745987,-73.92762,"3949 43rd Ave, Sunnyside","6am-7pm daily Call 718-349-3413 TAKEOUT & DELIVERY [www.thebrotherscafe.com][1]

  [1]: http://www.thebrotherscafe.com
","cafe,meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Cardamon Indian Cuisine",849,"2020-05-24T04:00:00.000Z","(718) 706-9718","http://www.cardamomny.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743855,-73.921224,"43-45 43rd St, Queens","12pm-10:30pm | 718-706-9718  | 43-45 43rd St Qns Blvd  [www.instagram.com/cardamom\_indian\_cuisine][1] <https://www.cardamomny.com>

  [1]: http://www.instagram.com/cardamom_indian_cuisine
","meal_delivery,meal_takeaway,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
